studyFileAccession,studyAccession,studyFileType,description,fileName,filePath
SFL5644,SDY547,Study Medication,Avonex Medication,ITN020AI.DataSet.ADAV1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADAV1.txt
SFL5645,SDY547,Assessment Results,Cliinical Exacerbations,ITN020AI.DataSet.ADCEXR1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADCEXR1.txt
SFL5646,SDY547,Assessment Results,Clinically Isolated Syndrome,ITN020AI.DataSet.ADCIS1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADCIS1.txt
SFL5647,SDY547,Concomitant Medications,Concomitant Medications,ITN020AI.DataSet.ADCMED1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADCMED1.txt
SFL5648,SDY547,Concomitant Medications,Corticosteroid Use,ITN020AI.DataSet.ADCORT1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADCORT1.txt
SFL5649,SDY547,Assessment Results,Expanded Disability Status Scale,ITN020AI.DataSet.ADEDSS1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADEDSS1.txt
SFL5650,SDY547,Lab Test Results,Laboratory Tests,ITN020AI.DataSet.ADLB1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADLB1.txt
SFL5651,SDY547,Study Data,Study_Data,ITN020AI.DataSet.ADMH1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADMH1.txt
SFL5652,SDY547,Assessment Results,MRI Evaluation,ITN020AI.DataSet.ADMRI1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADMRI1.txt
SFL5653,SDY547,Assessment Results,MSFC Score,ITN020AI.DataSet.ADMSFC1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADMSFC1.txt
SFL5654,SDY547,Study Data,Protocol Deviations,ITN020AI.DataSet.ADPV1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADPV1.txt
SFL5655,SDY547,Study Data,Overall Outcome Data,ITN020AI.DataSet.ADSL2.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADSL2.txt
SFL5656,SDY547,Demographics,Participant Characteristics and Demographics,ITN020AI.DataSet.ADSTART0.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADSTART0.txt
SFL5657,SDY547,Assessment Results,Vital Signs,ITN020AI.DataSet.ADVS1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADVS1.txt
SFL5658,SDY547,Assessment Results,Visual Analog Scale,ITN020AI.DataSet.ADVSLA1.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ADVSLA1.txt
SFL5659,SDY547,Assessment Results,Adverse Events,ITN020AI.DataSet.AE.txt,/SDY547/StudyFiles/ITN020AI.DataSet.AE.txt
SFL5660,SDY547,Adverse Events,Adverse Events,ITN020AI.DataSet.AEXPMSTR.txt,/SDY547/StudyFiles/ITN020AI.DataSet.AEXPMSTR.txt
SFL5661,SDY547,Study Data,Atorvastatin/Placebo Compliance,ITN020AI.DataSet.ATRV.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ATRV.txt
SFL5662,SDY547,Study Medication,Avonex Medication,ITN020AI.DataSet.AVNX.txt,/SDY547/StudyFiles/ITN020AI.DataSet.AVNX.txt
SFL5663,SDY547,Assessment Results,BECK Depression Inventory,ITN020AI.DataSet.BECK.txt,/SDY547/StudyFiles/ITN020AI.DataSet.BECK.txt
SFL5664,SDY547,Concomitant Medications,Corticosteroid Medication,ITN020AI.DataSet.CCST.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CCST.txt
SFL5665,SDY547,Assessment Results,Clinical Exacerbation,ITN020AI.DataSet.CEXR.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CEXR.txt
SFL5666,SDY547,Assessment Results,Clinically Isolated Syndrome,ITN020AI.DataSet.CIS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CIS.txt
SFL5667,SDY547,Concomitant Medications,Concomitant Medications,ITN020AI.DataSet.CM.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CM.txt
SFL5668,SDY547,Concomitant Medications,Concomitant Medications,ITN020AI.DataSet.CMEDMSTR.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CMEDMSTR.txt
SFL5669,SDY547,Study Data,Cohort mapping,ITN020AI.DataSet.Cohort_Mapping.txt,/SDY547/StudyFiles/ITN020AI.DataSet.Cohort_Mapping.txt
SFL5670,SDY547,Study Data,Inclusion/Exclusion Criteria,ITN020AI.DataSet.CRIT.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CRIT.txt
SFL5671,SDY547,Assessment Results,CSF Analysis,ITN020AI.DataSet.CSF.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CSF.txt
SFL5672,SDY547,Assessment Results,Chest X-Ray,ITN020AI.DataSet.CX.txt,/SDY547/StudyFiles/ITN020AI.DataSet.CX.txt
SFL5673,SDY547,Demographics,Demographics,ITN020AI.DataSet.DEM.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DEM.txt
SFL5674,SDY547,Study Data,Protocol Deviation,ITN020AI.DataSet.DEV.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DEV.txt
SFL5675,SDY547,Study Data,Protocol Deviation,ITN020AI.DataSet.DEVX.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DEVX.txt
SFL5676,SDY547,Study Data,Drug Labels,ITN020AI.DataSet.DLBL.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DLBL.txt
SFL5677,SDY547,Study Data,Termination from Protocol,ITN020AI.DataSet.DS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DS.txt
SFL5678,SDY547,Study Data,Atorvastatin/Placebo Discontinuation,ITN020AI.DataSet.DSTX.txt,/SDY547/StudyFiles/ITN020AI.DataSet.DSTX.txt
SFL5679,SDY547,Assessment Results,Expanded Disability Status Scale,ITN020AI.DataSet.EDSS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.EDSS.txt
SFL5680,SDY547,Assessment Results,Electrocardiogram - 12 Lead,ITN020AI.DataSet.EG.txt,/SDY547/StudyFiles/ITN020AI.DataSet.EG.txt
SFL5681,SDY547,Lab Test Results,Serum Protein Electrophoresis,ITN020AI.DataSet.ELTR.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ELTR.txt
SFL5682,SDY547,Assessment Results,End-of-Study Treatment Assignment Questionnaire,ITN020AI.DataSet.ESTA.txt,/SDY547/StudyFiles/ITN020AI.DataSet.ESTA.txt
SFL5683,SDY547,Assessment Results,Family History of Autoimmune Disease,ITN020AI.DataSet.FH.txt,/SDY547/StudyFiles/ITN020AI.DataSet.FH.txt
SFL5684,SDY547,Study Data,Informed Consent,ITN020AI.DataSet.IC.txt,/SDY547/StudyFiles/ITN020AI.DataSet.IC.txt
SFL5685,SDY547,Lab Test Results,Serologies,ITN020AI.DataSet.IDID.txt,/SDY547/StudyFiles/ITN020AI.DataSet.IDID.txt
SFL5686,SDY547,Study Data,Injection,ITN020AI.DataSet.IMIN.txt,/SDY547/StudyFiles/ITN020AI.DataSet.IMIN.txt
SFL5687,SDY547,Lab Test Results,Immunoglobulins,ITN020AI.DataSet.IMMG.txt,/SDY547/StudyFiles/ITN020AI.DataSet.IMMG.txt
SFL5688,SDY547,Study Data,Investigator Statement,ITN020AI.DataSet.INVS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.INVS.txt
SFL5689,SDY547,Lab Test Results,Lab Results,ITN020AI.DataSet.LB.txt,/SDY547/StudyFiles/ITN020AI.DataSet.LB.txt
SFL5690,SDY547,Study Data,Study_Data,ITN020AI.DataSet.MH.txt,/SDY547/StudyFiles/ITN020AI.DataSet.MH.txt
SFL5691,SDY547,Assessment Results,MRI Evaluation,ITN020AI.DataSet.MRI.txt,/SDY547/StudyFiles/ITN020AI.DataSet.MRI.txt
SFL5692,SDY547,Assessment Results,MRI UCSF,ITN020AI.DataSet.MRI_UCSF_FINAL.txt,/SDY547/StudyFiles/ITN020AI.DataSet.MRI_UCSF_FINAL.txt
SFL5693,SDY547,Lab Test Results,Normal Lab Value,ITN020AI.DataSet.NLV.txt,/SDY547/StudyFiles/ITN020AI.DataSet.NLV.txt
SFL5694,SDY547,Assessment Results,Physical Exam,ITN020AI.DataSet.PE.txt,/SDY547/StudyFiles/ITN020AI.DataSet.PE.txt
SFL5695,SDY547,Assessment Results,MSFC 9-Hole Peg Test,ITN020AI.DataSet.PEG.txt,/SDY547/StudyFiles/ITN020AI.DataSet.PEG.txt
SFL5696,SDY547,Lab Test Results,Pregnancy Test,ITN020AI.DataSet.PRGN.txt,/SDY547/StudyFiles/ITN020AI.DataSet.PRGN.txt
SFL5697,SDY547,Assessment Results,MSFC PASAT 2 Test,ITN020AI.DataSet.PST2.txt,/SDY547/StudyFiles/ITN020AI.DataSet.PST2.txt
SFL5698,SDY547,Assessment Results,MSFC PASAT 3 Test,ITN020AI.DataSet.PST3.txt,/SDY547/StudyFiles/ITN020AI.DataSet.PST3.txt
SFL5699,SDY547,Study Data,Randomization,ITN020AI.DataSet.RAND.txt,/SDY547/StudyFiles/ITN020AI.DataSet.RAND.txt
SFL5700,SDY547,Assessment Results,Low-Contrast Sloan Letter Chart Testing -Binocular,ITN020AI.DataSet.SNLN.txt,/SDY547/StudyFiles/ITN020AI.DataSet.SNLN.txt
SFL5701,SDY547,Assessment Results,Tolerance Assay Studies,ITN020AI.DataSet.TAS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.TAS.txt
SFL5702,SDY547,Study Data,Treatment Unblinding,ITN020AI.DataSet.UNBL.txt,/SDY547/StudyFiles/ITN020AI.DataSet.UNBL.txt
SFL5703,SDY547,Study Data,Date/Reason for Unscheduled Visit,ITN020AI.DataSet.UVIS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.UVIS.txt
SFL5704,SDY547,Study Data,Visit,ITN020AI.DataSet.VIS.txt,/SDY547/StudyFiles/ITN020AI.DataSet.VIS.txt
SFL5705,SDY547,Assessment Results,Vital Signs,ITN020AI.DataSet.VIT.txt,/SDY547/StudyFiles/ITN020AI.DataSet.VIT.txt
SFL5706,SDY547,Assessment Results,Visual Analog Scale,ITN020AI.DataSet.VSLA.txt,/SDY547/StudyFiles/ITN020AI.DataSet.VSLA.txt
SFL5707,SDY547,Assessment Results,MSFC -  Timed 25-Foot Walk Test,ITN020AI.DataSet.WLK.txt,/SDY547/StudyFiles/ITN020AI.DataSet.WLK.txt
SFL9317,SDY547,Study Summary Description,BISC curation notes,SDY547_BISC_Data_Curation_Notes_12032015.txt,/SDY547/StudyFiles/SDY547_BISC_Data_Curation_Notes_12032015.txt
SFL19300,SDY549,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY549.txt,/SDY549/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY549.txt
SFL5720,SDY549,Study Data,population definition and cells/ul value,ITN033AI.DataSet.FACS.txt,/SDY549/StudyFiles/ITN033AI.DataSet.FACS.txt
SFL5721,SDY549,Study Data,Deidentified participant ID mapping to manuscript ID.,ITN033AI.DataSet.mask_id_DS.txt,/SDY549/StudyFiles/ITN033AI.DataSet.mask_id_DS.txt
SFL5722,SDY549,Demographics,Patient Summary information,ITN033AI.DataSet.PATIENTS0.txt,/SDY549/StudyFiles/ITN033AI.DataSet.PATIENTS0.txt
SFL5723,SDY549,Study Data,Clonotype classification,ITN033AI.DataSet.TCR1.txt,/SDY549/StudyFiles/ITN033AI.DataSet.TCR1.txt
SFL5724,SDY549,Study Data,Evolution of clonotype,ITN033AI.DataSet.TCR2.txt,/SDY549/StudyFiles/ITN033AI.DataSet.TCR2.txt
SFL5725,SDY549,Study Data,"T cell repertoire summary includes estimated total repertoire size, read counts",ITN033AI.DataSet.TCR_summary.txt,/SDY549/StudyFiles/ITN033AI.DataSet.TCR_summary.txt
SFL9318,SDY549,Study Summary Description,BISC curation notes,SDY549_BISC_Data_Curation_Notes_12032015.txt,/SDY549/StudyFiles/SDY549_BISC_Data_Curation_Notes_12032015.txt
SFL19903,SDY557,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY557.txt,/SDY557/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4058.SDY557.txt
SFL5887,SDY557,Study Data,ELISPOT Assay,adelis3_ref_ctot01.txt,/SDY557/StudyFiles/adelis3_ref_ctot01.txt
SFL5888,SDY557,Study Data,Central Biopsy Reads,adhist3_ref_ctot01.txt,/SDY557/StudyFiles/adhist3_ref_ctot01.txt
SFL5889,SDY557,Study Data,HLA Assay,adhla3_ref_ctot01.txt,/SDY557/StudyFiles/adhla3_ref_ctot01.txt
SFL5890,SDY557,Study Data,Urine Chemokine Assay,aduchm3_ref_ctot01.txt,/SDY557/StudyFiles/aduchm3_ref_ctot01.txt
SFL5891,SDY557,Study Data,Urine mRNA Assay,adurnm3_ref_ctot01.txt,/SDY557/StudyFiles/adurnm3_ref_ctot01.txt
SFL5892,SDY557,Study Data,Adverse event,aexp_ref_ctot01.txt,/SDY557/StudyFiles/aexp_ref_ctot01.txt
SFL5893,SDY557,Study Data,Biopsy Results,bio2_ref_ctot01.txt,/SDY557/StudyFiles/bio2_ref_ctot01.txt
SFL5894,SDY557,Study Data,Biopsy Results,biop_ref_ctot01.txt,/SDY557/StudyFiles/biop_ref_ctot01.txt
SFL5895,SDY557,Study Data,Baseline History,bshx_ref_ctot01.txt,/SDY557/StudyFiles/bshx_ref_ctot01.txt
SFL5896,SDY557,Study Data,Chemistry,chem_ref_ctot01.txt,/SDY557/StudyFiles/chem_ref_ctot01.txt
SFL5897,SDY557,Study Data,Concomitant Medications (Non-Immunosuppressive),cmed_ref_ctot01.txt,/SDY557/StudyFiles/cmed_ref_ctot01.txt
SFL5898,SDY557,Study Data,Death,deth_ref_ctot01.txt,/SDY557/StudyFiles/deth_ref_ctot01.txt
SFL5899,SDY557,Study Data,Protocol Deviation,devi_ref_ctot01.txt,/SDY557/StudyFiles/devi_ref_ctot01.txt
SFL5900,SDY557,Study Data,Final Disposition,disp_ref_ctot01.txt,/SDY557/StudyFiles/disp_ref_ctot01.txt
SFL5901,SDY557,Study Data,Graft Failure,grft_ref_ctot01.txt,/SDY557/StudyFiles/grft_ref_ctot01.txt
SFL5902,SDY557,Study Data,Hematology,hema_ref_ctot01.txt,/SDY557/StudyFiles/hema_ref_ctot01.txt
SFL5903,SDY557,Study Data,Hospital Visit Form,hosp_ref_ctot01.txt,/SDY557/StudyFiles/hosp_ref_ctot01.txt
SFL5904,SDY557,Study Data,Baseline Informed Consent and Demographics,icdm_ref_ctot01.txt,/SDY557/StudyFiles/icdm_ref_ctot01.txt
SFL5905,SDY557,Study Data,Immunosuppressive Medications Induction,imdi_ref_ctot01.txt,/SDY557/StudyFiles/imdi_ref_ctot01.txt
SFL5906,SDY557,Study Data,Immunosuppressive Medications Maintenance,imdm_ref_ctot01.txt,/SDY557/StudyFiles/imdm_ref_ctot01.txt
SFL5907,SDY557,Study Data,Immunosuppressive Medications,imed_ref_ctot01.txt,/SDY557/StudyFiles/imed_ref_ctot01.txt
SFL5908,SDY557,Study Data,Infection,infc_ref_ctot01.txt,/SDY557/StudyFiles/infc_ref_ctot01.txt
SFL5909,SDY557,Study Data,Medical History,mdhx_ref_ctot01.txt,/SDY557/StudyFiles/mdhx_ref_ctot01.txt
SFL5910,SDY557,Study Data,Medical History for Other Body System Code,moth_ref_ctot01.txt,/SDY557/StudyFiles/moth_ref_ctot01.txt
SFL5911,SDY557,Study Data,Rejection,rejc_ref_ctot01.txt,/SDY557/StudyFiles/rejc_ref_ctot01.txt
SFL5912,SDY557,Study Data,Specimen Submission,spec_ref_ctot01.txt,/SDY557/StudyFiles/spec_ref_ctot01.txt
SFL5913,SDY557,Study Data,Rejection Type,ther_ref_ctot01.txt,/SDY557/StudyFiles/ther_ref_ctot01.txt
SFL5914,SDY557,Study Data,Transplant,tran_ref_ctot01.txt,/SDY557/StudyFiles/tran_ref_ctot01.txt
SFL5915,SDY557,Study Data,Urinalysis,urin_ref_ctot01.txt,/SDY557/StudyFiles/urin_ref_ctot01.txt
SFL5916,SDY557,Study Data,Study Visit,vis1_ref_ctot01.txt,/SDY557/StudyFiles/vis1_ref_ctot01.txt
SFL5917,SDY557,Study Data,Study Visit,vis2_ref_ctot01.txt,/SDY557/StudyFiles/vis2_ref_ctot01.txt
SFL5918,SDY557,Study Data,Study Visit,vis4_ref_ctot01.txt,/SDY557/StudyFiles/vis4_ref_ctot01.txt
SFL5919,SDY557,Study Data,Vital Signs,vitl_ref_ctot01.txt,/SDY557/StudyFiles/vitl_ref_ctot01.txt
SFL8834,SDY557,Data Dictionary,Dataset-Level Metadata for HLA Assay,printSpecs_CTOT01_ADHLA3_R.PDF,/SDY557/StudyFiles/printSpecs_CTOT01_ADHLA3_R.PDF
SFL8835,SDY557,Data Dictionary,Dataset-Level Metadata for Urine Chemokine Assay,printSpecs_CTOT01_ADUCHM3_R.PDF,/SDY557/StudyFiles/printSpecs_CTOT01_ADUCHM3_R.PDF
SFL8836,SDY557,Data Dictionary,Dataset-Level Metadata for Urine mRNA Assay,printSpecs_CTOT01_ADURNM3_R.PDF,/SDY557/StudyFiles/printSpecs_CTOT01_ADURNM3_R.PDF
SFL8837,SDY557,Case Report Form,Case Report Forms,CTOT01_annotated_CRF_10NOV2011.pdf,/SDY557/StudyFiles/CTOT01_annotated_CRF_10NOV2011.pdf
SFL8838,SDY557,Data Dictionary,Study File Processing,CTOT01_APPENDIX.pdf,/SDY557/StudyFiles/CTOT01_APPENDIX.pdf
SFL8839,SDY557,Data Dictionary,Data Dictionary,CTOT01_DataDictionaryReport.pdf,/SDY557/StudyFiles/CTOT01_DataDictionaryReport.pdf
SFL8840,SDY557,Data Dictionary,Data Dictionary Instructions,CTOT01_DataDictionaryReport_Instructions.pdf,/SDY557/StudyFiles/CTOT01_DataDictionaryReport_Instructions.pdf
SFL8841,SDY557,Data Dictionary,Dataset-Level Metadata for ELISPOT Assay,printSpecs_CTOT01_ADELIS3_R.PDF,/SDY557/StudyFiles/printSpecs_CTOT01_ADELIS3_R.PDF
SFL8842,SDY557,Data Dictionary,Dataset-Level Metadata for Central Biopsy Reads,printSpecs_CTOT01_ADHIST3_R.PDF,/SDY557/StudyFiles/printSpecs_CTOT01_ADHIST3_R.PDF
SFL9331,SDY557,Study Summary Description,Data Curation Notes,SDY557_Data_Curation_Notes.doc,/SDY557/StudyFiles/SDY557_Data_Curation_Notes.doc
SFL19668,SDY56,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY56.txt,/SDY56/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2516.SDY56.txt
SFL19622,SDY564,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2104.SDY564.txt,/SDY564/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.2104.SDY564.txt
SFL19301,SDY565,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY565.txt,/SDY565/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY565.txt
SFL5925,SDY565,Study Summary Description,Data dictionary,ITN018AI_AnalysisDocumentation_public_2013-10-21.pdf,/SDY565/StudyFiles/ITN018AI_AnalysisDocumentation_public_2013-10-21.pdf
SFL6142,SDY565,Study Data,"Cytokine analysis for IL2-RA, TGF-beta,",ITN018AI_Cytokine_DB_2015-02-23_13-53-59.txt,/SDY565/StudyFiles/ITN018AI_Cytokine_DB_2015-02-23_13-53-59.txt
SFL6143,SDY565,Study Data,Demethylation (Treg-CD3),ITN018AI_Demethylation_DB_2015-02-23_12-56-13.txt,/SDY565/StudyFiles/ITN018AI_Demethylation_DB_2015-02-23_12-56-13.txt
SFL6144,SDY565,Study Data,Mapping of FCS files to subjects and staining panels,ITN018AI_fcs_map_2015-02-20_12-44-12.txt,/SDY565/StudyFiles/ITN018AI_fcs_map_2015-02-20_12-44-12.txt
SFL6145,SDY565,Study Data,Flow Cytometry immunophenotyping data,ITN018AI_Immunophenotyping_DB_2015-02-23_12-56-34.txt,/SDY565/StudyFiles/ITN018AI_Immunophenotyping_DB_2015-02-23_12-56-34.txt
SFL6146,SDY565,Study Data,Phospho flow data,ITN018AI_Phosphoflow_DB_2015-02-23_12-56-51.txt,/SDY565/StudyFiles/ITN018AI_Phosphoflow_DB_2015-02-23_12-56-51.txt
SFL6335,SDY565,Lab Test Results,AUC for C-Peptide_ADCPEP2_DB,ITN018AI_ADCPEP2_DB_2015-02-23_12-45-04.txt,/SDY565/StudyFiles/ITN018AI_ADCPEP2_DB_2015-02-23_12-45-04.txt
SFL6336,SDY565,Lab Test Results,Analysis of lab values_ADLB1_DB,ITN018AI_ADLB1_DB_2015-02-23_12-41-32.txt,/SDY565/StudyFiles/ITN018AI_ADLB1_DB_2015-02-23_12-41-32.txt
SFL7083,SDY565,Data Dictionary,Data dictionary for ITN study files,ITN_Diabetes_Study_data_dictionary.txt,/SDY565/StudyFiles/ITN_Diabetes_Study_data_dictionary.txt
SFL7122,SDY565,Study Data,SDY565 Data Curation Notes,SDY565_Data_Curation_Notes_06092015.txt,/SDY565/StudyFiles/SDY565_Data_Curation_Notes_06092015.txt
SFL19302,SDY567,Study Data,"Study file describes the relationship of PERIOD and STUDY_GLOSSARY to a STUDY providing the content of the PERIOD, PLANNED_VISIT, and STUDY_GLOSSSARY table content for the given study",StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY567.txt,/SDY567/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.4117.SDY567.txt
SFL6007,SDY567,Study Data,Form for long term follow up,Longterm Follow-up Form v1.pdf,/SDY567/StudyFiles/Longterm Follow-up Form v1.pdf
SFL6008,SDY567,Case Report Form,Case Report Form,NIS01 CRFs Segment A.pdf,/SDY567/StudyFiles/NIS01 CRFs Segment A.pdf
SFL6009,SDY567,Case Report Form,Case Report Form,NIS01 CRFs Segment B.pdf,/SDY567/StudyFiles/NIS01 CRFs Segment B.pdf
SFL6183,SDY567,Assessment Results,Auto antibody Assessment (AAB),ITN005CT_AAB_2015-02-24_11-27-55.txt,/SDY567/StudyFiles/ITN005CT_AAB_2015-02-24_11-27-55.txt
SFL6184,SDY567,Adverse Events,Adverse Events (ADI),ITN005CT_ADI_2015-02-20_13-31-26.txt,/SDY567/StudyFiles/ITN005CT_ADI_2015-02-20_13-31-26.txt
SFL6185,SDY567,Adverse Events,Adverse Events Codes (AEXPCODE),ITN005CT_AEXPCODE_2015-02-20_13-31-52.txt,/SDY567/StudyFiles/ITN005CT_AEXPCODE_2015-02-20_13-31-52.txt
SFL6186,SDY567,Study Data,Enrollment Anomaly (ANM),ITN005CT_ANM_2015-02-20_13-32-07.txt,/SDY567/StudyFiles/ITN005CT_ANM_2015-02-20_13-32-07.txt
SFL6187,SDY567,Assessment Results,Centralized Diabetes Assessment (ARG),ITN005CT_ARG_2015-02-20_13-32-28.txt,/SDY567/StudyFiles/ITN005CT_ARG_2015-02-20_13-32-28.txt
SFL6188,SDY567,Lab Test Results,Chemistries (CHT),ITN005CT_CHT_2015-02-20_13-33-31.txt,/SDY567/StudyFiles/ITN005CT_CHT_2015-02-20_13-33-31.txt
SFL6189,SDY567,Concomitant Medications,Concomitant Medications (CMEDMSTR),ITN005CT_CMEDMSTR_2015-02-20_13-33-44.txt,/SDY567/StudyFiles/ITN005CT_CMEDMSTR_2015-02-20_13-33-44.txt
SFL6190,SDY567,Assessment Results,Clinical Assessment (CST),ITN005CT_CST_2015-02-20_13-33-58.txt,/SDY567/StudyFiles/ITN005CT_CST_2015-02-20_13-33-58.txt
SFL6191,SDY567,Demographics,Demographics (DEM),ITN005CT_DEM_2015-02-20_13-34-37.txt,/SDY567/StudyFiles/ITN005CT_DEM_2015-02-20_13-34-37.txt
SFL6192,SDY567,Study Data,Protocol Deviations (DEV),ITN005CT_DEV_2015-02-20_13-34-50.txt,/SDY567/StudyFiles/ITN005CT_DEV_2015-02-20_13-34-50.txt
SFL6193,SDY567,Study Data,Enrollment (ECNI501B),ITN005CT_ECNIS01B_2015-02-20_13-35-06.txt,/SDY567/StudyFiles/ITN005CT_ECNIS01B_2015-02-20_13-35-06.txt
SFL6194,SDY567,Study Data,Enrollment (ENROLL),ITN005CT_ENROLL_2015-02-20_13-35-22.txt,/SDY567/StudyFiles/ITN005CT_ENROLL_2015-02-20_13-35-22.txt
SFL6195,SDY567,Lab Test Results,Glucose Level Monitoring GLM),ITN005CT_GLM_2015-02-20_13-36-07.txt,/SDY567/StudyFiles/ITN005CT_GLM_2015-02-20_13-36-07.txt
SFL6196,SDY567,Lab Test Results,Glucose Levels (GLU),ITN005CT_GLU_2015-02-20_13-35-36.txt,/SDY567/StudyFiles/ITN005CT_GLU_2015-02-20_13-35-36.txt
SFL6197,SDY567,Lab Test Results,Hematology (HMT),ITN005CT_HMT_2015-02-20_13-36-24.txt,/SDY567/StudyFiles/ITN005CT_HMT_2015-02-20_13-36-24.txt
SFL6198,SDY567,Concomitant Medications,Insulin Administration (IAT),ITN005CT_IAT_2015-02-20_13-37-06.txt,/SDY567/StudyFiles/ITN005CT_IAT_2015-02-20_13-37-06.txt
SFL6199,SDY567,Study Medication,Immunosuppressant Dosing (IDT),ITN005CT_IDT_2015-02-20_13-36-47.txt,/SDY567/StudyFiles/ITN005CT_IDT_2015-02-20_13-36-47.txt
SFL6200,SDY567,Study Medication,Daclizumab Infusion (IFT),ITN005CT_IFT_2015-02-20_13-38-23.txt,/SDY567/StudyFiles/ITN005CT_IFT_2015-02-20_13-38-23.txt
SFL6201,SDY567,Assessment Results,Islet Graft Failure (IGF),ITN005CT_IGF_2015-02-20_13-37-50.txt,/SDY567/StudyFiles/ITN005CT_IGF_2015-02-20_13-37-50.txt
SFL6202,SDY567,Study Medication,Immunosuppressant Levels (ILT),ITN005CT_ILT_2015-02-20_13-38-54.txt,/SDY567/StudyFiles/ITN005CT_ILT_2015-02-20_13-38-54.txt
SFL6203,SDY567,Study Medication,Immunosuppressants (IMEDSTR),ITN005CT_IMEDMSTR_2015-02-20_13-38-41.txt,/SDY567/StudyFiles/ITN005CT_IMEDMSTR_2015-02-20_13-38-41.txt
SFL6204,SDY567,Study Data,Infection Form (INF),ITN005CT_INF_2015-02-20_13-40.txt,/SDY567/StudyFiles/ITN005CT_INF_2015-02-20_13-40.txt
SFL6205,SDY567,Assessment Results,Long Term Follow-up (LTFUMSTR),ITN005CT_LTFUMSTR_2015-02-20_13-39-42.txt,/SDY567/StudyFiles/ITN005CT_LTFUMSTR_2015-02-20_13-39-42.txt
SFL6206,SDY567,Concomitant Medications,Concomitant Medications (MDT),ITN005CT_MDT_2015-02-20_13-40-32.txt,/SDY567/StudyFiles/ITN005CT_MDT_2015-02-20_13-40-32.txt
